A,0.0,0.0,-0.05102050304412842,-0.034454941749572754,-0.0927889347076416,-0.10862541198730469,-0.1135525107383728,-0.17665991187095642,-0.1071481704711914,-0.23192912340164185,-0.0725288987159729,-0.1831093728542328,-0.083781898021698,-0.2439461052417755,-0.07677805423736572,-0.19514229893684387,-0.06975895166397095,-0.16482165455818176,-0.03767973184585571,-0.19213882088661194,-0.049630820751190186,-0.25453612208366394,-0.04571986198425293,-0.1921478509902954,-0.040173888206481934,-0.16411879658699036,-0.0002199411392211914,-0.1918284296989441,-0.007530272006988525,-0.2638295888900757,-0.009272873401641846,-0.2102864682674408,-0.006140947341918945,-0.17898601293563843,0.038112103939056396,-0.18332362174987793,0.03415614366531372,-0.24361693859100342,0.026345908641815186,-0.21697479486465454,0.024854302406311035,-0.19223907589912415
A,0.0,0.0,-0.056492626667022705,-0.03802615404129028,-0.09722268581390381,-0.10183876752853394,-0.11318928003311157,-0.16205483675003052,-0.11050957441329956,-0.21255046129226685,-0.06609117984771729,-0.16657108068466187,-0.08415102958679199,-0.21212825179100037,-0.07808250188827515,-0.15558111667633057,-0.06722187995910645,-0.1298176646232605,-0.035933732986450195,-0.16852813959121704,-0.05567723512649536,-0.2114226222038269,-0.051456451416015625,-0.14312559366226196,-0.03900116682052612,-0.12635186314582825,-0.002857804298400879,-0.16363510489463806,-0.022360026836395264,-0.2071646749973297,-0.021816372871398926,-0.14191919565200806,-0.01046830415725708,-0.12303873896598816,0.033145368099212646,-0.1514771580696106,0.01010197401046753,-0.18727615475654602,0.004962921142578125,-0.14236438274383545,0.013976097106933594,-0.1227862536907196
A,0.0,0.0,-0.0568581223487854,-0.03627246618270874,-0.09694117307662964,-0.1001693606376648,-0.11249542236328125,-0.16062599420547485,-0.1108512282371521,-0.21020185947418213,-0.0693974494934082,-0.164047509431839,-0.08667171001434326,-0.21283039450645447,-0.08064985275268555,-0.1578807234764099,-0.0708875060081482,-0.1291288137435913,-0.03853297233581543,-0.16746100783348083,-0.05741328001022339,-0.21096724271774292,-0.05231994390487671,-0.14398622512817383,-0.041366398334503174,-0.12577924132347107,-0.0045487284660339355,-0.16336137056350708,-0.02329927682876587,-0.2063979208469391,-0.02145242691040039,-0.14192083477973938,-0.011601567268371582,-0.12217572331428528,0.03196096420288086,-0.15155592560768127,0.009412109851837158,-0.185133695602417,0.005687236785888672,-0.14066535234451294,0.013943314552307129,-0.12184673547744751
A,0.0,0.0,-0.056353628635406494,-0.037518978118896484,-0.09578901529312134,-0.10229414701461792,-0.11107635498046875,-0.16242247819900513,-0.10894423723220825,-0.21278485655784607,-0.06661009788513184,-0.1673220694065094,-0.08318400382995605,-0.21381035447120667,-0.07818865776062012,-0.1580580472946167,-0.0680152177810669,-0.1301964819431305,-0.03581780195236206,-0.16962876915931702,-0.054283082485198975,-0.21291592717170715,-0.051065146923065186,-0.14487159252166748,-0.03922760486602783,-0.12674114108085632,-0.0022478699684143066,-0.16434940695762634,-0.019826412200927734,-0.207938551902771,-0.020329654216766357,-0.14306825399398804,-0.00991898775100708,-0.1234566867351532,0.033774495124816895,-0.15165963768959045,0.012687504291534424,-0.1862078309059143,0.0068013668060302734,-0.14167121052742004,0.014728188514709473,-0.12250104546546936
A,0.0,0.0,-0.057312965393066406,-0.0390704870223999,-0.09641164541244507,-0.10301655530929565,-0.11046457290649414,-0.1636076271533966,-0.1087331771850586,-0.2130357325077057,-0.06512320041656494,-0.16591477394104004,-0.08292531967163086,-0.2129184603691101,-0.0781257152557373,-0.15783891081809998,-0.06749188899993896,-0.1301318109035492,-0.03442579507827759,-0.16806402802467346,-0.05400973558425903,-0.21261274814605713,-0.050434768199920654,-0.14446571469306946,-0.03764545917510986,-0.1247003972530365,-0.001535654067993164,-0.16294121742248535,-0.020047128200531006,-0.20612993836402893,-0.020244061946868896,-0.1409299075603485,-0.00951451063156128,-0.1192760169506073,0.03395724296569824,-0.15054166316986084,0.0119401216506958,-0.1866655945777893,0.006003737449645996,-0.14197435975074768,0.013953566551208496,-0.1214047372341156
A,0.0,0.0,-0.05627787113189697,-0.03811103105545044,-0.09598374366760254,-0.10158514976501465,-0.11116254329681396,-0.1627107560634613,-0.10790228843688965,-0.21330437064170837,-0.06453186273574829,-0.16621461510658264,-0.08267301321029663,-0.21328824758529663,-0.078311026096344,-0.15755921602249146,-0.0681384801864624,-0.13094818592071533,-0.03397476673126221,-0.1685744822025299,-0.0541573166847229,-0.21168822050094604,-0.050958335399627686,-0.1434650421142578,-0.03864634037017822,-0.12681430578231812,-0.0009367465972900391,-0.16332682967185974,-0.02040475606918335,-0.20625954866409302,-0.020663082599639893,-0.14130958914756775,-0.009812355041503906,-0.12301456928253174,0.034671008586883545,-0.15069615840911865,0.011538684368133545,-0.18537217378616333,0.006052374839782715,-0.14104872941970825,0.0147627592086792,-0.12265124917030334
A,0.0,0.0,-0.057164907455444336,-0.0377192497253418,-0.0969245433807373,-0.1011400818824768,-0.11185598373413086,-0.16152805089950562,-0.11016416549682617,-0.21151739358901978,-0.06884187459945679,-0.16390907764434814,-0.08576703071594238,-0.213718980550766,-0.08047419786453247,-0.15848776698112488,-0.07105100154876709,-0.13129058480262756,-0.037792086601257324,-0.16672390699386597,-0.055538952350616455,-0.2117481529712677,-0.05178260803222656,-0.1445920169353485,-0.041121065616607666,-0.1260339319705963,-0.003974556922912598,-0.16204115748405457,-0.021205127239227295,-0.20611071586608887,-0.02093505859375,-0.1416696310043335,-0.01144707202911377,-0.12140241265296936,0.03230994939804077,-0.14960384368896484,0.01088029146194458,-0.1856081485748291,0.00571674108505249,-0.14130273461341858,0.013269543647766113,-0.12137579917907715
A,0.0,0.0,-0.05817598104476929,-0.037436068058013916,-0.09738367795944214,-0.1022416353225708,-0.11141526699066162,-0.16249969601631165,-0.11033034324645996,-0.2110285758972168,-0.06810760498046875,-0.16437578201293945,-0.08629971742630005,-0.21404480934143066,-0.08145743608474731,-0.15848630666732788,-0.07145720720291138,-0.1305716633796692,-0.03709179162979126,-0.1670074462890625,-0.056704044342041016,-0.21125337481498718,-0.05307793617248535,-0.14374077320098877,-0.04126352071762085,-0.1254774034023285,-0.003290414810180664,-0.16231182217597961,-0.022794723510742188,-0.20583635568618774,-0.022079408168792725,-0.14085489511489868,-0.011391639709472656,-0.12109377980232239,0.03305625915527344,-0.15003028512001038,0.010262250900268555,-0.184552401304245,0.005587160587310791,-0.14032837748527527,0.014278829097747803,-0.12167292833328247
A,0.0,0.0,-0.05705207586288452,-0.037034034729003906,-0.09700554609298706,-0.10109049081802368,-0.11227720975875854,-0.16182520985603333,-0.1107320785522461,-0.21179383993148804,-0.06678777933120728,-0.1641639769077301,-0.08494621515274048,-0.21213367581367493,-0.0797078013420105,-0.15664979815483093,-0.06957274675369263,-0.12835264205932617,-0.035825371742248535,-0.16695049405097961,-0.05573689937591553,-0.21099361777305603,-0.0518837571144104,-0.1426599621772766,-0.04013347625732422,-0.12339314818382263,-0.002532482147216797,-0.16220465302467346,-0.021715998649597168,-0.2048957347869873,-0.021315038204193115,-0.13927385210990906,-0.011104762554168701,-0.11853981018066406,0.03330361843109131,-0.15005525946617126,0.010350406169891357,-0.18335360288619995,0.005484342575073242,-0.1389915645122528,0.013867199420928955,-0.12028425931930542
A,0.0,0.0,-0.05730313062667847,-0.03791093826293945,-0.09654730558395386,-0.10214564204216003,-0.11137115955352783,-0.16300463676452637,-0.11012488603591919,-0.2135130763053894,-0.06570297479629517,-0.16641128063201904,-0.08408331871032715,-0.21331575512886047,-0.07956254482269287,-0.15813228487968445,-0.06924957036972046,-0.13103899359703064,-0.035015761852264404,-0.1689915657043457,-0.05510634183883667,-0.21162816882133484,-0.05191516876220703,-0.14338257908821106,-0.039600372314453125,-0.12589392066001892,-0.0017949342727661133,-0.16417551040649414,-0.02134329080581665,-0.20556962490081787,-0.021397769451141357,-0.14064976572990417,-0.010339558124542236,-0.1221044659614563,0.03400701284408569,-0.15213543176651,0.010924279689788818,-0.18473514914512634,0.005593240261077881,-0.14068937301635742,0.014587938785552979,-0.12304237484931946
